x y
1.075000 0.000000
1.066393 0.021517
1.025406 0.111177
0.945023 0.261894
0.828321 0.444241
0.679782 0.629915
0.505124 0.793656
0.311055 0.914949
0.105030 0.979332
-0.105030 0.979332
-0.311055 0.914949
-0.505124 0.793656
-0.679782 0.629915
-0.828321 0.444241
-0.945023 0.261894
-1.025406 0.111177
-1.066393 0.021517
-1.075000 -0.000000
